"COUNTRY","Country","SEX","Sex","AGE","Age","SERIES","Series","FREQ","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","MEN","Men","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2000","2000","PC","Percentage","0","units",,,91.4205142533304,,
"AUT","Austria","MEN","Men","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2001","2001","PC","Percentage","0","units",,,91.0382365651097,,
"AUT","Austria","MEN","Men","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2002","2002","PC","Percentage","0","units",,,90.9755081383221,,
"AUT","Austria","MEN","Men","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2003","2003","PC","Percentage","0","units",,,91.1385603564343,,
"AUT","Austria","MEN","Men","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2004","2004","PC","Percentage","0","units",,,89.3910508018392,,
"AUT","Austria","MEN","Men","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2005","2005","PC","Percentage","0","units",,,89.1292259786477,,
"AUT","Austria","MEN","Men","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2006","2006","PC","Percentage","0","units",,,89.8763523956724,,
"AUT","Austria","MEN","Men","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2007","2007","PC","Percentage","0","units",,,90.5624820378264,,
"AUT","Austria","MEN","Men","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2008","2008","PC","Percentage","0","units",,,90.1568563152429,,
"AUT","Austria","MEN","Men","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2009","2009","PC","Percentage","0","units",,,88.5399629266165,,
"AUT","Austria","MEN","Men","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2010","2010","PC","Percentage","0","units",,,88.6936774710974,,
"AUT","Austria","MEN","Men","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2011","2011","PC","Percentage","0","units",,,89.6412352555166,,
"AUT","Austria","MEN","Men","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2012","2012","PC","Percentage","0","units",,,89.6234171270032,,
"AUT","Austria","MEN","Men","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2013","2013","PC","Percentage","0","units",,,88.5455257646324,,
"AUT","Austria","MEN","Men","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2000","2000","PC","Percentage","0","units",,,94.0238496265436,,
"AUT","Austria","MEN","Men","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2001","2001","PC","Percentage","0","units",,,93.7234444883388,,
"AUT","Austria","MEN","Men","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2002","2002","PC","Percentage","0","units",,,94.2432520852616,,
"AUT","Austria","MEN","Men","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2003","2003","PC","Percentage","0","units",,,94.6156660535223,,
"AUT","Austria","MEN","Men","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2004","2004","PC","Percentage","0","units",,,92.8787708870696,,
"AUT","Austria","MEN","Men","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2005","2005","PC","Percentage","0","units",,,92.8269572953737,,
"AUT","Austria","MEN","Men","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2006","2006","PC","Percentage","0","units",,,93.1883417973062,,
"AUT","Austria","MEN","Men","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2007","2007","PC","Percentage","0","units",,,93.665742323159,,
"AUT","Austria","MEN","Men","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2008","2008","PC","Percentage","0","units",,,93.0152484013773,,
"AUT","Austria","MEN","Men","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2009","2009","PC","Percentage","0","units",,,92.6125831425144,,
"AUT","Austria","MEN","Men","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2010","2010","PC","Percentage","0","units",,,92.5374947763117,,
"AUT","Austria","MEN","Men","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2011","2011","PC","Percentage","0","units",,,92.8014708843044,,
"AUT","Austria","MEN","Men","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2012","2012","PC","Percentage","0","units",,,93.1122420631629,,
"AUT","Austria","MEN","Men","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2013","2013","PC","Percentage","0","units",,,92.7028202099966,,
"AUT","Austria","MEN","Men","2554","25 to 54","UR","Unemployment rate","A","Annual","2000","2000","PC","Percentage","0","units",,,2.76880321700658,,
"AUT","Austria","MEN","Men","2554","25 to 54","UR","Unemployment rate","A","Annual","2001","2001","PC","Percentage","0","units",,,2.86503333065521,,
"AUT","Austria","MEN","Men","2554","25 to 54","UR","Unemployment rate","A","Annual","2002","2002","PC","Percentage","0","units",,,3.46735057909834,,
"AUT","Austria","MEN","Men","2554","25 to 54","UR","Unemployment rate","A","Annual","2003","2003","PC","Percentage","0","units",,,3.67497882974377,,
"AUT","Austria","MEN","Men","2554","25 to 54","UR","Unemployment rate","A","Annual","2004","2004","PC","Percentage","0","units",,,3.75513161072205,,
"AUT","Austria","MEN","Men","2554","25 to 54","UR","Unemployment rate","A","Annual","2005","2005","PC","Percentage","0","units",,,3.98346711393315,,
"AUT","Austria","MEN","Men","2554","25 to 54","UR","Unemployment rate","A","Annual","2006","2006","PC","Percentage","0","units",,,3.55408126999171,,
"AUT","Austria","MEN","Men","2554","25 to 54","UR","Unemployment rate","A","Annual","2007","2007","PC","Percentage","0","units",,,3.31312196792922,,
"AUT","Austria","MEN","Men","2554","25 to 54","UR","Unemployment rate","A","Annual","2008","2008","PC","Percentage","0","units",,,3.07303601856748,,
"AUT","Austria","MEN","Men","2554","25 to 54","UR","Unemployment rate","A","Annual","2009","2009","PC","Percentage","0","units",,,4.39748042620828,,
"AUT","Austria","MEN","Men","2554","25 to 54","UR","Unemployment rate","A","Annual","2010","2010","PC","Percentage","0","units",,,4.15379443165807,,
"AUT","Austria","MEN","Men","2554","25 to 54","UR","Unemployment rate","A","Annual","2011","2011","PC","Percentage","0","units",,,3.40537234881511,,
"AUT","Austria","MEN","Men","2554","25 to 54","UR","Unemployment rate","A","Annual","2012","2012","PC","Percentage","0","units",,,3.74690251126488,,
"AUT","Austria","MEN","Men","2554","25 to 54","UR","Unemployment rate","A","Annual","2013","2013","PC","Percentage","0","units",,,4.48453934405314,,
"AUT","Austria","MW","All persons","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2000","2000","PC","Percentage","0","units",,,52.83113482642,,
"AUT","Austria","MW","All persons","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2001","2001","PC","Percentage","0","units",,,51.6432858408069,,
"AUT","Austria","MW","All persons","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2002","2002","PC","Percentage","0","units",,,51.749775022014,,
"AUT","Austria","MW","All persons","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2003","2003","PC","Percentage","0","units",,,51.1344019466911,,
"AUT","Austria","MW","All persons","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2004","2004","PC","Percentage","0","units",,,51.8799335272123,,
"AUT","Austria","MW","All persons","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2005","2005","PC","Percentage","0","units",,,53.0560357978237,,
"AUT","Austria","MW","All persons","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2006","2006","PC","Percentage","0","units",,,54.0433725172274,,
"AUT","Austria","MW","All persons","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2007","2007","PC","Percentage","0","units",,,55.531137898717,,
"AUT","Austria","MW","All persons","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2008","2008","PC","Percentage","0","units",,,55.8731756416708,,
"AUT","Austria","MW","All persons","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2009","2009","PC","Percentage","0","units",,,54.4758064516129,,
"AUT","Austria","MW","All persons","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2010","2010","PC","Percentage","0","units",,,53.6395489738518,,
"AUT","Austria","MW","All persons","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2011","2011","PC","Percentage","0","units",,,54.9213779736683,,
"AUT","Austria","MW","All persons","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2012","2012","PC","Percentage","0","units",,,54.636738751553,,
"AUT","Austria","MW","All persons","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2013","2013","PC","Percentage","0","units",,,53.8459633112194,,
"AUT","Austria","MW","All persons","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2000","2000","PC","Percentage","0","units",,,55.6692792808337,,
"AUT","Austria","MW","All persons","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2001","2001","PC","Percentage","0","units",,,54.7218806696532,,
"AUT","Austria","MW","All persons","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2002","2002","PC","Percentage","0","units",,,55.1677201478135,,
"AUT","Austria","MW","All persons","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2003","2003","PC","Percentage","0","units",,,55.0071875537474,,
"AUT","Austria","MW","All persons","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2004","2004","PC","Percentage","0","units",,,57.4470294972996,,
"AUT","Austria","MW","All persons","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2005","2005","PC","Percentage","0","units",,,59.168107393471,,
"AUT","Austria","MW","All persons","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2006","2006","PC","Percentage","0","units",,,59.4244021078233,,
"AUT","Austria","MW","All persons","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2007","2007","PC","Percentage","0","units",,,60.8009081213845,,
"AUT","Austria","MW","All persons","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2008","2008","PC","Percentage","0","units",,,60.7649723200805,,
"AUT","Austria","MW","All persons","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2009","2009","PC","Percentage","0","units",,,60.5040322580645,,
"AUT","Austria","MW","All persons","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2010","2010","PC","Percentage","0","units",,,58.8375475124738,,
"AUT","Austria","MW","All persons","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2011","2011","PC","Percentage","0","units",,,59.8959748279763,,
"AUT","Austria","MW","All persons","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2012","2012","PC","Percentage","0","units",,,59.8659306280176,,
"AUT","Austria","MW","All persons","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2013","2013","PC","Percentage","0","units",,,59.2779385043232,,
"AUT","Austria","MW","All persons","1524","15 to 24","UR","Unemployment rate","A","Annual","2000","2000","PC","Percentage","0","units",,,5.0982238158611,,
"AUT","Austria","MW","All persons","1524","15 to 24","UR","Unemployment rate","A","Annual","2001","2001","PC","Percentage","0","units",,,5.62589368488867,,
"AUT","Austria","MW","All persons","1524","15 to 24","UR","Unemployment rate","A","Annual","2002","2002","PC","Percentage","0","units",,,6.19555261055134,,
"AUT","Austria","MW","All persons","1524","15 to 24","UR","Unemployment rate","A","Annual","2003","2003","PC","Percentage","0","units",,,7.04050830315991,,
"AUT","Austria","MW","All persons","1524","15 to 24","UR","Unemployment rate","A","Annual","2004","2004","PC","Percentage","0","units",,,9.69083348399928,,
"AUT","Austria","MW","All persons","1524","15 to 24","UR","Unemployment rate","A","Annual","2005","2005","PC","Percentage","0","units",,,10.3300103128223,,
"AUT","Austria","MW","All persons","1524","15 to 24","UR","Unemployment rate","A","Annual","2006","2006","PC","Percentage","0","units",,,9.05525238744884,,
"AUT","Austria","MW","All persons","1524","15 to 24","UR","Unemployment rate","A","Annual","2007","2007","PC","Percentage","0","units",,,8.6672557787242,,
"AUT","Austria","MW","All persons","1524","15 to 24","UR","Unemployment rate","A","Annual","2008","2008","PC","Percentage","0","units",,,8.05035613715422,,
"AUT","Austria","MW","All persons","1524","15 to 24","UR","Unemployment rate","A","Annual","2009","2009","PC","Percentage","0","units",,,9.96334555148284,,
"AUT","Austria","MW","All persons","1524","15 to 24","UR","Unemployment rate","A","Annual","2010","2010","PC","Percentage","0","units",,,8.83449218803677,,
"AUT","Austria","MW","All persons","1524","15 to 24","UR","Unemployment rate","A","Annual","2011","2011","PC","Percentage","0","units",,,8.30539425828737,,
"AUT","Austria","MW","All persons","1524","15 to 24","UR","Unemployment rate","A","Annual","2012","2012","PC","Percentage","0","units",,,8.73483769751566,,
"AUT","Austria","MW","All persons","1524","15 to 24","UR","Unemployment rate","A","Annual","2013","2013","PC","Percentage","0","units",,,9.16356966885338,,
"AUT","Austria","MW","All persons","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2000","2000","PC","Percentage","0","units",,,82.5303078723481,,
"AUT","Austria","MW","All persons","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2001","2001","PC","Percentage","0","units",,,82.7041251653877,,
"AUT","Austria","MW","All persons","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2002","2002","PC","Percentage","0","units",,,83.5309268375859,,
"AUT","Austria","MW","All persons","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2003","2003","PC","Percentage","0","units",,,84.0180680333843,,
"AUT","Austria","MW","All persons","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2004","2004","PC","Percentage","0","units",,,82.6064965718782,,
"AUT","Austria","MW","All persons","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2005","2005","PC","Percentage","0","units",,,82.6036063654859,,
"AUT","Austria","MW","All persons","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2006","2006","PC","Percentage","0","units",,,83.4753499695679,,
"AUT","Austria","MW","All persons","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2007","2007","PC","Percentage","0","units",,,84.0258898181979,,
"AUT","Austria","MW","All persons","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2008","2008","PC","Percentage","0","units",,,84.38953647458,,
"AUT","Austria","MW","All persons","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2009","2009","PC","Percentage","0","units",,,84.037443370995,,
"AUT","Austria","MW","All persons","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2010","2010","PC","Percentage","0","units",,,84.1869094878325,,
"AUT","Austria","MW","All persons","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2011","2011","PC","Percentage","0","units",,,84.9417358601552,,
"AUT","Austria","MW","All persons","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2012","2012","PC","Percentage","0","units",,,85.3649743475825,,
"AUT","Austria","MW","All persons","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2013","2013","PC","Percentage","0","units",,,84.8885927838482,,
"AUT","Austria","MW","All persons","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2000","2000","PC","Percentage","0","units",,,85.1829502923388,,
"AUT","Austria","MW","All persons","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2001","2001","PC","Percentage","0","units",,,85.3897094387,,
"AUT","Austria","MW","All persons","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2002","2002","PC","Percentage","0","units",,,86.5805339595898,,
"AUT","Austria","MW","All persons","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2003","2003","PC","Percentage","0","units",,,87.295966674042,,
"AUT","Austria","MW","All persons","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2004","2004","PC","Percentage","0","units",,,86.2453636057098,,
"AUT","Austria","MW","All persons","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2005","2005","PC","Percentage","0","units",,,86.4022741841086,,
"AUT","Austria","MW","All persons","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2006","2006","PC","Percentage","0","units",,,87.0718751729099,,
"AUT","Austria","MW","All persons","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2007","2007","PC","Percentage","0","units",,,87.3836061752736,,
"AUT","Austria","MW","All persons","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2008","2008","PC","Percentage","0","units",,,87.2790455863843,,
"AUT","Austria","MW","All persons","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2009","2009","PC","Percentage","0","units",,,87.7108236449975,,
"AUT","Austria","MW","All persons","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2010","2010","PC","Percentage","0","units",,,87.664432882051,,
"AUT","Austria","MW","All persons","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2011","2011","PC","Percentage","0","units",,,88.1040121784171,,
"AUT","Austria","MW","All persons","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2012","2012","PC","Percentage","0","units",,,88.7236751704747,,
"AUT","Austria","MW","All persons","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2013","2013","PC","Percentage","0","units",,,88.8411229200868,,
"AUT","Austria","MW","All persons","2554","25 to 54","UR","Unemployment rate","A","Annual","2000","2000","PC","Percentage","0","units",,,3.11405323587305,,
"AUT","Austria","MW","All persons","2554","25 to 54","UR","Unemployment rate","A","Annual","2001","2001","PC","Percentage","0","units",,,3.14509124221834,,
"AUT","Austria","MW","All persons","2554","25 to 54","UR","Unemployment rate","A","Annual","2002","2002","PC","Percentage","0","units",,,3.52227802548235,,
"AUT","Austria","MW","All persons","2554","25 to 54","UR","Unemployment rate","A","Annual","2003","2003","PC","Percentage","0","units",,,3.75492564610357,,
"AUT","Austria","MW","All persons","2554","25 to 54","UR","Unemployment rate","A","Annual","2004","2004","PC","Percentage","0","units",,,4.21920307561985,,
"AUT","Austria","MW","All persons","2554","25 to 54","UR","Unemployment rate","A","Annual","2005","2005","PC","Percentage","0","units",,,4.39649054899684,,
"AUT","Austria","MW","All persons","2554","25 to 54","UR","Unemployment rate","A","Annual","2006","2006","PC","Percentage","0","units",,,4.13052457662123,,
"AUT","Austria","MW","All persons","2554","25 to 54","UR","Unemployment rate","A","Annual","2007","2007","PC","Percentage","0","units",,,3.84250147601,,
"AUT","Austria","MW","All persons","2554","25 to 54","UR","Unemployment rate","A","Annual","2008","2008","PC","Percentage","0","units",,,3.31065617456187,,
"AUT","Austria","MW","All persons","2554","25 to 54","UR","Unemployment rate","A","Annual","2009","2009","PC","Percentage","0","units",,,4.18805812253026,,
"AUT","Austria","MW","All persons","2554","25 to 54","UR","Unemployment rate","A","Annual","2010","2010","PC","Percentage","0","units",,,3.96685780069714,,
"AUT","Austria","MW","All persons","2554","25 to 54","UR","Unemployment rate","A","Annual","2011","2011","PC","Percentage","0","units",,,3.58925347447068,,
"AUT","Austria","MW","All persons","2554","25 to 54","UR","Unemployment rate","A","Annual","2012","2012","PC","Percentage","0","units",,,3.78557450019826,,
"AUT","Austria","MW","All persons","2554","25 to 54","UR","Unemployment rate","A","Annual","2013","2013","PC","Percentage","0","units",,,4.44898714280534,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2000","2000","PC","Percentage","0","units",,,48.1000767775724,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2001","2001","PC","Percentage","0","units",,,47.1771270191257,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2002","2002","PC","Percentage","0","units",,,47.381287693912,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2003","2003","PC","Percentage","0","units",,,46.5464854625663,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2004","2004","PC","Percentage","0","units",,,47.8475798146241,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2005","2005","PC","Percentage","0","units",,,49.3635077793494,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2006","2006","PC","Percentage","0","units",,,49.9397348332664,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2007","2007","PC","Percentage","0","units",,,51.5205918282607,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2008","2008","PC","Percentage","0","units",,,52.2453889334403,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2009","2009","PC","Percentage","0","units",,,51.6529753556402,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2010","2010","PC","Percentage","0","units",,,49.3865616302087,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2011","2011","PC","Percentage","0","units",,,50.1339888822448,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2012","2012","PC","Percentage","0","units",,,50.4762313524341,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","EPR","Employment/population ratio","A","Annual","2013","2013","PC","Percentage","0","units",,,50.261294471665,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2000","2000","PC","Percentage","0","units",,,50.7630575488653,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2001","2001","PC","Percentage","0","units",,,49.9310294680608,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2002","2002","PC","Percentage","0","units",,,50.3118717681334,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2003","2003","PC","Percentage","0","units",,,49.7717997940477,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2004","2004","PC","Percentage","0","units",,,53.2234809474768,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2005","2005","PC","Percentage","0","units",,,54.7787431804405,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2006","2006","PC","Percentage","0","units",,,55.0622740056248,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2007","2007","PC","Percentage","0","units",,,56.6914665923137,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2008","2008","PC","Percentage","0","units",,,56.9366479550922,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2009","2009","PC","Percentage","0","units",,,57.0026046884392,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2010","2010","PC","Percentage","0","units",,,54.1240542197124,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2011","2011","PC","Percentage","0","units",,,54.9563806290934,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2012","2012","PC","Percentage","0","units",,,55.2698759133049,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","LFPR","Labour force participation rate","A","Annual","2013","2013","PC","Percentage","0","units",,,55.5036152806155,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","UR","Unemployment rate","A","Annual","2000","2000","PC","Percentage","0","units",,,5.24590302451637,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","UR","Unemployment rate","A","Annual","2001","2001","PC","Percentage","0","units",,,5.51541291712532,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","UR","Unemployment rate","A","Annual","2002","2002","PC","Percentage","0","units",,,5.82483610971034,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","UR","Unemployment rate","A","Annual","2003","2003","PC","Percentage","0","units",,,6.48020434227331,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","UR","Unemployment rate","A","Annual","2004","2004","PC","Percentage","0","units",,,10.1006191950464,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","UR","Unemployment rate","A","Annual","2005","2005","PC","Percentage","0","units",,,9.88565105127259,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","UR","Unemployment rate","A","Annual","2006","2006","PC","Percentage","0","units",,,9.3031740240788,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","UR","Unemployment rate","A","Annual","2007","2007","PC","Percentage","0","units",,,9.12108131059373,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","UR","Unemployment rate","A","Annual","2008","2008","PC","Percentage","0","units",,,8.23943661971831,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","UR","Unemployment rate","A","Annual","2009","2009","PC","Percentage","0","units",,,9.38488576449912,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","UR","Unemployment rate","A","Annual","2010","2010","PC","Percentage","0","units",,,8.75302609496368,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","UR","Unemployment rate","A","Annual","2011","2011","PC","Percentage","0","units",,,8.77494422239238,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","UR","Unemployment rate","A","Annual","2012","2012","PC","Percentage","0","units",,,8.67315962205168,,
"AUT","Austria","WOMEN","Women","1524","15 to 24","UR","Unemployment rate","A","Annual","2013","2013","PC","Percentage","0","units",,,9.44500782957358,,
"AUT","Austria","WOMEN","Women","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2000","2000","PC","Percentage","0","units",,,73.5915827353267,,
"AUT","Austria","WOMEN","Women","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2001","2001","PC","Percentage","0","units",,,74.3273514739639,,
"AUT","Austria","WOMEN","Women","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2002","2002","PC","Percentage","0","units",,,76.0421536313431,,
"AUT","Austria","WOMEN","Women","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2003","2003","PC","Percentage","0","units",,,76.8649117800521,,
"AUT","Austria","WOMEN","Women","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2004","2004","PC","Percentage","0","units",,,75.7913709586572,,
"AUT","Austria","WOMEN","Women","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2005","2005","PC","Percentage","0","units",,,76.0462647371068,,
"AUT","Austria","WOMEN","Women","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2006","2006","PC","Percentage","0","units",,,77.0438158624515,,
"AUT","Austria","WOMEN","Women","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2007","2007","PC","Percentage","0","units",,,77.4591701741848,,
"AUT","Austria","WOMEN","Women","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2008","2008","PC","Percentage","0","units",,,78.6070469614773,,
"AUT","Austria","WOMEN","Women","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2009","2009","PC","Percentage","0","units",,,79.5245901639344,,
"AUT","Austria","WOMEN","Women","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2010","2010","PC","Percentage","0","units",,,79.6738368365774,,
"AUT","Austria","WOMEN","Women","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2011","2011","PC","Percentage","0","units",,,80.2331616386736,,
"AUT","Austria","WOMEN","Women","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2012","2012","PC","Percentage","0","units",,,81.0966067625548,,
"AUT","Austria","WOMEN","Women","2554","25 to 54","EPR","Employment/population ratio","A","Annual","2013","2013","PC","Percentage","0","units",,,81.2253285538114,,
"AUT","Austria","WOMEN","Women","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2000","2000","PC","Percentage","0","units",,,76.2938012978246,,
"AUT","Austria","WOMEN","Women","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2001","2001","PC","Percentage","0","units",,,77.0133140238943,,
"AUT","Austria","WOMEN","Women","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2002","2002","PC","Percentage","0","units",,,78.8723290426999,,
"AUT","Austria","WOMEN","Women","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2003","2003","PC","Percentage","0","units",,,79.9426895390679,,
"AUT","Austria","WOMEN","Women","2554","25 to 54","LFPR","Labour force participation rate","A","Annual","2004","2004","PC","Percentage","0","units",,,79.5820660132928,,
